央视,#genre#
CCTV-16奥林匹克,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV-17农业农村,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226198/1.m3u8
CCTV世界地理 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226947/index.m3u8
CCTV兵器科技 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226975/index.m3u8
CCTV央视台球 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226956/index.m3u8
CCTV央视文化精品 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226981/index.m3u8
CCTV怀旧剧场 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226972/index.m3u8
CCTV电视指南 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226987/index.m3u8
CCTV第一剧场 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226959/index.m3u8
CCTV风云剧场 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226950/index.m3u8
CCTV风云足球 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226984/index.m3u8
CCTV风云音乐 4M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226953/index.m3u8
CCTV高尔夫网球 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226978/index.m3u8
CGTN 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225745/index.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8#
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CCTV1,https://node1.olelive.com:6443/live/CCTV1HD/hls.m3u8#http://tvpull.dxhmt.cn/tv/11481-4.m3u8
CCTV1,http://gongzhuling.lnott.top:58000/hls/1/index.m3u8
CCTV2,http://gongzhuling.lnott.top:58000/hls/2/index.m3u8
CCTV2,https://node1.olelive.com:6443/live/CCTV2HD/hls.m3u8
CCTV5,http://gongzhuling.lnott.top:58000/hls/5/index.m3u8
CCTV6,http://gongzhuling.lnott.top:58000/hls/6/index.m3u8
CCTV7,http://gongzhuling.lnott.top:58000/hls/7/index.m3u8
CCTV8,http://gongzhuling.lnott.top:58000/hls/8/index.m3u8
CCTV8,https://node1.olelive.com:6443/live/CCTV8HD/hls.m3u8
CCTV10,http://gongzhuling.lnott.top:58000/hls/10/index.m3u8
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV14,http://gongzhuling.lnott.top:58000/hls/14/index.m3u8
CCTV15,http://gongzhuling.lnott.top:58000/hls/15/index.m3u8
CCTV16,http://gongzhuling.lnott.top:58000/hls/16/index.m3u8
CCTV-1综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226419/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226231/1.m3u8
CCTV-2财经,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV-3综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV-4中文国际,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV-5体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5+体育赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-6电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226011/1.m3u8
CCTV-7军事·农业,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV-8电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-9纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-10科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV-11戏曲,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226240/1.m3u8
CCTV-12社会与法,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226190/1.m3u8
CCTV-13新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8#https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8#https://pi.0472.org/tv/startv.php?auth=231110
CCTV-14少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV-15音乐,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8
CCTV-16奥林匹克,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV-17农业农村,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226198/1.m3u8
CCTV世界地理 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226947/index.m3u8
CCTV兵器科技 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226975/index.m3u8
CCTV央视台球 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226956/index.m3u8
CCTV央视文化精品 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226981/index.m3u8
CCTV怀旧剧场 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226972/index.m3u8
CCTV电视指南 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226987/index.m3u8
CCTV第一剧场 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226959/index.m3u8
CCTV风云剧场 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226950/index.m3u8
CCTV风云足球 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226984/index.m3u8
CCTV风云音乐 4M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226953/index.m3u8
CCTV高尔夫网球 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226978/index.m3u8
CGTN 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225745/index.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8#
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
卫视,#genre#
广西卫视,http://live.gxrb.com.cn/tv/gxtvlive03/index.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
吉林卫视,http://stream1.jlntv.cn/jlws/sd/live.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
吉林卫视,http://gongzhuling.lnott.top:58000/hls/18/index.m3u8
延边卫视,http://gongzhuling.lnott.top:58000/hls/26/index.m3u8
湖南卫视,http://gongzhuling.lnott.top:58000/hls/34/index.m3u8
广东卫视,http://gongzhuling.lnott.top:58000/hls/39/index.m3u8
云南卫视,http://gongzhuling.lnott.top:58000/hls/47/index.m3u8
陕西卫视,http://gongzhuling.lnott.top:58000/hls/49/index.m3u8
青海卫视,http://gongzhuling.lnott.top:58000/hls/50/index.m3u8
山西卫视,http://gongzhuling.lnott.top:58000/hls/52/index.m3u8
内蒙古卫视,http://gongzhuling.lnott.top:58000/hls/53/index.m3u8
西藏卫视,http://gongzhuling.lnott.top:58000/hls/56/index.m3u8
兵团卫视,http://gongzhuling.lnott.top:58000/hls/58/index.m3u8
宁夏卫视,http://gongzhuling.lnott.top:58000/hls/61/index.m3u8

香港台湾,#genre#
Movies!,http://n1.klowdtv.net/live1/smc_720p/playlist.m3u8

📡卫视 频道,#genre#
荆州新闻,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv01.m3u8?auth_key=1704038399-0-0-9b2442b7b11f661edfe71bc7a3a3a5a2
荆州垄上,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv03.m3u8?auth_key=1704038399-0-0-a0b56187fea04cf4f776c0b23cf5f547
荆州公共,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv02.m3u8?auth_key=1704038399-0-0-35f354ebd7cf85af1104fa76d623c1c6
江陵综合,http://jiangling-live21.cjyun.org/10090/s10090-jltv01.m3u8?auth_key=1704038399-0-0-bf99cff97b68e2bec58f626f876f75f3
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
上虞频道,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
余姚频道,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
延边频道,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
青海频道,http://stream.qhbtv.com/qhws/sd/live.m3u8
河北频道,http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=2510710360&k=3944fff7fdd8f8caf6adce2c9a0ef126
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
深圳卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225752/index.m3u8
湖北卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225760/index.m3u8
天津卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225765/index.m3u8
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8
重庆卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225791/index.m3u8
贵州卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225793/index.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
北京,#genre#
石景山有线,http://live.sjsrm.com/bjsjs/sd/live.m3u8?zbeid#http://live.sjsrm.com/bjsjs/sd/live.m3u8
石景山电视台,http://live.sjsrm.com/bjsjs/sd/live.m3u8
房山无线,http://live.funhillrm.com/2/sd/live.m3u8?zbeid
顺义电视台,https://livebjsy.chinamcache.com/live/zb02.m3u8
BRTV新闻,http://111.192.168.161:8888/rtp/239.3.1.159:8000/北京新闻.m3u8
北京影视,http://111.192.168.161:8888/rtp/239.3.1.158:8000/北京影视.m3u8
北京文艺,http://111.192.168.161:8888/rtp/239.3.1.242:8000/北京文艺.m3u8
北京生活,http://111.192.168.161:8888/rtp/239.3.1.117:8000/北京生活.m3u8
北京财经,http://111.192.168.161:8888/rtp/239.3.1.116:8000/北京财经.m3u8
北京纪实科教,http://111.192.168.161:8888/rtp/239.3.1.115:8000/北京纪实.m3u8
北京朝阳融媒,http://111.192.168.161:8888/rtp/239.3.1.163:8001/北京朝阳融媒.m3u8
北京通州融媒,http://111.192.168.161:8888/rtp/239.3.1.221:8001/北京通州融媒.m3u8
北京密云,http://111.192.168.161:8888/rtp/239.3.1.154:8001/北京密云.m3u8
北京房山,http://111.192.168.161:8888/rtp/239.3.1.96:8001/北京房山.m3u8
北京延庆,http://111.192.168.161:8888/rtp/239.3.1.187:8001/北京延庆.m3u8
北京戏曲,http://111.192.168.161:8888/rtp/239.3.1.78:4120/北京戏曲.m3u8
足球,http://111.192.168.161:8888/rtp/239.3.1.89:4120/足球.m3u8


河北台,#genre#
河北卫视,http://111.227.234.240:8787/rtp/239.254.200.174:6000/河北卫视.m3u8
河北影视,http://111.227.234.240:8787/rtp/239.254.200.20:6000/河北影视.m3u8
河北经济生活,http://111.227.234.240:8787/rtp/239.254.200.18:6000/河北经济生活.m3u8
河北都市,http://111.227.234.240:8787/rtp/239.254.200.19:6000/河北都市.m3u8
河北少儿科教,http://111.227.234.240:8787/rtp/239.254.200.21:6000/河北少儿科教.m3u8
河北公共,http://111.227.234.240:8787/rtp/239.254.200.22:6000/河北公共.m3u8
河北公共,http://111.227.234.240:8787/rtp/239.254.200.23:6000/河北农民.m3u8
晴彩河北,http://111.227.234.240:8787/rtp/239.254.200.27:6000/晴彩河北.m3u8
唐山影视,http://111.227.234.240:8787/rtp/239.254.200.168:6000/唐山影视.m3u8
廊坊新闻,http://111.227.234.240:8787/rtp/239.254.200.183:6000/廊坊新闻.m3u8
雄县电视,http://111.227.234.240:8787/rtp/239.254.201.94:6254/雄县电视.m3u8
梨园高清,http://111.227.234.240:8787/rtp/239.254.201.231:7228/梨园高清.m3u8
保定电视台,http://117.10.52.134:5000/rtp/225.1.1.83:5002/保定电视.m3u8
河北|石家庄新闻,http://pluslive1.sjzntv.cn/xmzh/playlist.m3u8
河北|石家庄娱乐,http://pluslive1.sjzntv.cn/yule/playlist.m3u8
河北|石家庄生活,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8
河北|石家庄都市,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8
沧州电视台一套 ,http://czlive.czgd.tv:85/live/xnyt.m3u8		
沧州电视台二套 ,http://czlive.czgd.tv:85/live/xnet.m3u8		
沧州电视台三套 ,http://czlive.czgd.tv:85/live/xnst.m3u8	
河北|承德公共生活,https://jwliveqxzb.hebyun.com.cn/cdsggshtv/cdsggshtv.m3u8
河北|承德新闻综合,https://jwliveqxzb.hebyun.com.cn/cdsxwzhtv/cdsxwzhtv.m3u8
河北|保定新闻,http://jwcdnqx.hebyun.com.cn/live/jybd/1500k/tzwj_video.m3u8
河北|保定公共,http://jwcdnqx.hebyun.com.cn/live/bdxw1/1500k/tzwj_video.m3u8
河北|保定生活,http://jwcdnqx.hebyun.com.cn/live/bddst/1500k/tzwj_video.m3u8
河北|安平新闻综合,http://shou.city1000.cn/live/apxw.m3u8
河北|大厂一套,http://60.10.185.184:1935/live/dc1.stream/playlist.m3u8
河北|定州生活频道,https://jwliveqxzb.hebyun.com.cn/shpd/shpd.m3u8
河北|定州新闻综合,https://jwliveqxzb.hebyun.com.cn/xxzhpd/xxzhpd.m3u8
河北|丰宁综合频道,https://jwliveqxzb.hebyun.com.cn/fengningzonghe/fengningzonghe.m3u8
河北|邯郸新闻,https://jwliveqxzb.hebyun.com.cn/hdxwzh/hdxwzh.m3u8
河北|邯郸公共,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8
河北|邯郸科教,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8
河北|衡山,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8
河北|衡水新闻综合,http://111.225.205.64:8081/964D4p2/800/live.m3u8
河北|景县电视一套,http://hbjx.chinashadt.com:1935/live/stream:jx1.stream/playlist.m3u8
河北|涞水新闻频道,https://jwliveqxzb.hebyun.com.cn/lsdst/lsdst.m3u8
河北|隆化影视频道,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
河北|隆化综合频道,http://hblh.chinashadt.com:2036/live/stream:lh1.stream/playlist.m3u8
河北|鹿泉一套,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8
河北|平泉影视频道,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
河北|平泉综合频道,https://jwliveqxzb.hebyun.com.cn/pqzh/pqzh.m3u8
河北|平乡综合频道,http://hbpx.chinashadt.com:2036/live/px1.stream/playlist.m3u8
河北|清河经济综艺,https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8
河北|清河新闻综合,https://jwcdnqx.hebyun.com.cn/live/qinghe/1500k/tzwj_video.m3u8
河北|邱县电视二套,http://live.hd.hdbs.cn/video/s10013-qxds2/index.m3u8
河北|邱县综合频道,http://live.hd.hdbs.cn/video/s10013-qxds1/index.m3u8
河北|任丘文娱,https://jwcdnqx.hebyun.com.cn/live/rqtv2/1500k/tzwj_video.m3u8
河北|任丘综合,https://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8
河北|望都综合频道,https://jwliveqxzb.hebyun.com.cn/wddst/wddst.m3u8
河北|兴隆影视频道,https://jwcdnqx.hebyun.com.cn/live/xlys/1500k/tzwj_video.m3u8
河北|兴隆综合频道,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8
张家口一套新闻综合频道 ,http://nlive.zjkgdcs.com:8091/live/xwzhpd.m3u8		
张家口二套公共频道 ,http://nlive.zjkgdcs.com:8091/live/zjktv2.m3u8	

测试外转内河北地方台,#genre#
IPTV相声小品，http://222.84.98.32:4200/rtp/239.81.0.17:4056$%E5%B9%BF%E8%A5%BF%E7%94%B5%E4%BF%A1%E6%A0%87%E6%B8%85/IPTV相声小品.m3u8
新动漫,http://111.227.234.240:8787/rtp/239.254.201.158:7170/新动漫.m3u8
元氏电视,http://111.227.234.240:8787/rtp/239.254.200.191:5169/元氏电视.m3u8
无极电视,http://111.227.234.240:8787/rtp/239.254.200.220:5167/无极电视.m3u8
高邑电视,http://111.227.234.240:8787/rtp/239.254.201.24:5170/高邑电视.m3u8
栾城电视,http://111.227.234.240:8787/rtp/239.254.200.215:5173/栾城电视.m3u8
井陉电视,http://111.227.234.240:8787/rtp/239.254.201.215:6167/井陉电视.m3u8
井陉矿区电视,http://111.227.234.240:8787/rtp/239.254.201.14:5175/井陉矿区电视.m3u8
赞皇电视,http://111.227.234.240:8787/rtp/239.254.200.244:5177/赞皇电视.m3u8
深泽电视,http://111.227.234.240:8787/rtp/239.254.201.108:5180/深泽电视.m3u8
赵县电视,http://111.227.234.240:8787/rtp/239.254.201.111:5183/赵县电视.m3u8
晋州电视,http://111.227.234.240:8787/rtp/239.254.201.127:5184/晋州电视.m3u8
平泉电视,http://111.227.234.240:8787/rtp/239.254.200.177:5286/平泉电视.m3u8
滦平电视,http://111.227.234.240:8787/rtp/239.254.201.4:5291/滦平电视.m3u8
双滦电视,http://111.227.234.240:8787/rtp/239.254.201.63:5293/双滦电视.m3u8
兴隆电视,http://111.227.234.240:8787/rtp/239.254.201.95:5295/兴隆电视.m3u8
隆化电视,http://111.227.234.240:8787/rtp/239.254.201.142:5296/隆化电视.m3u8
任县电视,http://111.227.234.240:8787/rtp/239.254.201.115:5381/任县电视.m3u8
邯山电视,http://111.227.234.240:8787/rtp/239.254.201.116:5225/邯山电视.m3u8
顺平电视,http://111.227.234.240:8787/rtp/239.254.201.118:6257/顺平电视.m3u8
崇礼电视,http://111.227.234.240:8787/rtp/239.254.201.117:5267/崇礼电视.m3u8
张北电视,http://111.227.234.240:8787/rtp/239.254.201.130:5271/张北电视.m3u8
邱县电视,http://111.227.234.240:8787/rtp/239.254.201.129:6209/邱县电视.m3u8
赤城电视,http://111.227.234.240:8787/rtp/239.254.201.131:5269/赤城电视.m3u8
康保电视,http://111.227.234.240:8787/rtp/239.254.201.135:5270/康保电视.m3u8
遵化电视,http://111.227.234.240:8787/rtp/239.254.201.146:5202/遵化电视.m3u8
昌黎电视,http://111.227.234.240:8787/rtp/239.254.201.61:5230/昌黎电视.m3u8
抚宁电视,http://111.227.234.240:8787/rtp/239.254.201.213:5232/抚宁电视.m3u8
卢龙电视,http://111.227.234.240:8787/rtp/239.254.201.216:5233/卢龙电视.m3u8
丰南电视,http://111.227.234.240:8787/rtp/239.254.200.218:5186/丰南电视.m3u8
迁西电视,http://111.227.234.240:8787/rtp/239.254.201.26:5188/迁西电视.m3u8
滦南电视,http://111.227.234.240:8787/rtp/239.254.201.22:5191/滦南电视.m3u8
玉田电视,http://111.227.234.240:8787/rtp/239.254.201.28:5194/玉田电视.m3u8
滦州电视,http://111.227.234.240:8787/rtp/239.254.201.30:5196/滦州电视.m3u8
香河电视,http://111.227.234.240:8787/rtp/239.254.201.32:5306/香河电视.m3u8
大城电视,http://111.227.234.240:8787/rtp/239.254.201.34:5308/大城电视.m3u8
大厂电视,http://111.227.234.240:8787/rtp/239.254.201.71:5310/大厂电视.m3u8
固安电视,http://111.227.234.240:8787/rtp/239.254.201.101:5312/固安电视.m3u8
文安电视,http://111.227.234.240:8787/rtp/239.254.201.103:5314/文安电视.m3u8
三河电视,http://111.227.234.240:8787/rtp/239.254.201.113:5315/三河电视.m3u8
永清电视视,http://111.227.234.240:8787/rtp/239.254.201.141:5316/永清电视.m3u8
成安电视,http://111.227.234.240:8787/rtp/239.254.201.143:6210/成安电视.m3u8
魏县电视,http://111.227.234.240:8787/rtp/239.254.201.148:6211/魏县电视.m3u8
霸州电视,http://111.227.234.240:8787/rtp/239.254.200.4:5313/霸州电视.m3u8
黄骅电视,http://111.227.234.240:8787/rtp/239.254.201.36:5325/黄骅电视.m3u8
东光电视,http://111.227.234.240:8787/rtp/239.254.201.76:5331/东光电视.m3u8
青县电视,http://111.227.234.240:8787/rtp/239.254.201.112:5333/青县电视.m3u8
盐山电视,http://111.227.234.240:8787/rtp/239.254.201.114:5334/盐山电视.m3u8
南皮电视,http://111.227.234.240:8787/rtp/239.254.201.119:5335/南皮电视.m3u8
肃宁电视,http://111.227.234.240:8787/rtp/239.254.201.122:5336/肃宁电视.m3u8
吴桥电视,http://111.227.234.240:8787/rtp/239.254.201.138:5337/吴桥电视.m3u8
丰宁电视,http://111.227.234.240:8787/rtp/239.254.200.5:5290/丰宁电视.m3u8
定兴电视,http://111.227.234.240:8787/rtp/239.254.200.172:5246/定兴电视.m3u8
阜平电视,http://111.227.234.240:8787/rtp/239.254.201.40:5248/阜平电视.m3u8
涞水电视,http://111.227.234.240:8787/rtp/239.254.201.10:5250/涞水电视.m3u8
满城电视,http://111.227.234.240:8787/rtp/239.254.200.222:5252/满城电视.m3u8
涞源电视,http://111.227.234.240:8787/rtp/239.254.200.213:5260/涞源电视.m3u8
高碑店电视,http://111.227.234.240:8787/rtp/239.254.200.210:5254/高碑店电视.m3u8
涿州电视,http://111.227.234.240:8787/rtp/239.254.201.17:5261/涿州电视.m3u8
唐县电视,http://111.227.234.240:8787/rtp/239.254.201.41:5264/唐县电视.m3u8
曲阳电视视,http://111.227.234.240:8787/rtp/239.254.200.242:5265/曲阳电视.m3u8
望都电视,http://111.227.234.240:8787/rtp/239.254.201.56:6246/望都电视.m3u8
定州电视,http://111.227.234.240:8787/rtp/239.254.201.74:6251/定州电视.m3u8
雄县电视,http://111.227.234.240:8787/rtp/239.254.201.94:6254/雄县电视.m3u8
高阳电视,http://111.227.234.240:8787/rtp/239.254.201.96:6253/高阳电视.m3u8
安新电视,http://111.227.234.240:8787/rtp/239.254.201.99:6255/安新电视.m3u8
容城电视,http://111.227.234.240:8787/rtp/239.254.201.102:6256/容城电视.m3u8
柏乡电视,http://111.227.234.240:8787/rtp/239.254.201.140:5383/柏乡电视.m3u8
涿鹿电视,http://111.227.234.240:8787/rtp/239.254.201.145:5272/涿鹿电视.m3u8
徐水电视,http://111.227.234.240:8787/rtp/239.254.201.147:626/徐水电视.m3u8
